page_number_by_2012,page_number_by_2021,name,comment_text,image,book_id,chapter_id,sort,author_id
74,93,Берт / Bert,"Загадочное имя Повелителя Морей. Возможно, что это первое упоминание в романе Белой женщины, или Берты, или Хольды, мифического и недоброго существа. Согласно Якобу Гримм «berht» значит «яркий», «светлый», «белый»[2]. Тяга к морю Ле Фройда, наряду с упоминанием наших морских «подлых прародителей», отсылает к рассказу Пинчона «К низинам низин», главный герой которого Дэннис Флэндж (сослуживец матроса Будина): «в ранней юности он то ли где-то прочел, то ли от кого-то услышал, что море -это женщина… поскольку вся жизнь зародилась из протоплазмы, которая сформировалась в морской воде, и поскольку затем формы жизни становились все более сложными, то морская вода выполняла функцию крови до тех пор, пока не появились кровяные шарики и масса прочего добавочного хлама, создавшего ту красную дрянь, которую мы имеем сейчас; а если это так, то, значит, море в буквальном смысле у нас в крови, и что еще более важно, море – в гораздо большей степени, чем земля… является истинным образом матери для всех нас» (перевод Н. Махлаюка, С. Слободянюка).
",,1,12,2,1
74,94,Разгром Польши… падение Парижа / the defeat of Poland … the fall of Paris,"Крупнейшие военные победы нацистской Германии на первом этапе 2МВ. Военная кампания против Польши продолжалась с 1 сентября по 6 октября 1939 года, при этом, по мнению немецкого историка К. Типпельскирха, основное сопротивление Войска Польского было подавлено 19 сентября 1939. Немецкое наступление на Францию началось 10 мая 1940 года, Париж был занят вермахтом 14 июня, фактическая капитуляция Франции была подписана 22 июня (Компьенское перемирие).
",,1,12,3,1
74,94,Краснобай / eloquent,"Говорун, любитель красивых фраз.",,1,12,4,1
75,94,Брайтон / Brighton,"Приморский курортный город на южном побережье Англии в графстве Восточный Суссекс, на берегу пролива Ла-Манш, примерно в 80 км по железной дороге от Лондона. Городок Фуй-Регис, в котором находится «Белое явление», должен быть где-то рядом.
",,1,12,1,1
75,94,Эпоха Дауэса / Dawes-era,"В 1924 году американским политиком Чарльзом Г. Даэусом был разработан план выплат германских репараций, вскоре одобренный рейхстагом. Реализация данного плана способствовала выходу Германии из послевоенного экономического кризиса.
",,1,12,2,1
75,94,Гарус / worsted,Грубая шерстяная или хлопчатобумажная ткань.,,1,12,3,1
75,95,Стратегия правды / strategy of truth,"Информационная политика США во время 2МВ, предполагавшая сообщение подлинной информации о происходящих событиях в СМИ, вкупе с использованием «мягкой пропаганды» посредством патриотических кинофильмов, мультфильмов, песен, радиопередач, рекламы и проч.
",,1,12,4,1
76,95,«Гереро» / the Hereros,"Коренное население Намибии, бывшей германской колонии в Африке (на фото). Обращение немцев с гереро во время восстания последних в 1904–1907 годах считается одним из первых случаев геноцида в ХХ веке (погибло порядка 75 % всех гереро; выжившие были помещены в концентрационные лагеря). Этой теме посвящена 9 глава романа Пинчона «V.».
",Гл1.12_стр76_Гереро.jpg,1,12,1,1
76,95,О.П.П. / PWD,"Отдел психологической войны. Был создан в ноябре 1942 года под руководством американского генерала Роберта А. МакКлюра. Взаимоотношения английских и американских пропагандистских служб кратко описаны на стр.78. В редакции перевода 2021 года ""О.П.В."".
",,1,12,3,1
76,96,Высадка в Нормандии / Normandy landing,"Успешная морская десантная операция, проведённая 6 июня 1944 года в Нормандии во время 2МВ силами США, Великобритании, Канады и их союзников против нацистской Германии. Являлась первой частью стратегической операции «Оверлорд», предусматривавшей освобо",,1,12,2,1
77,96,Колтушский институт / the Koltushy institute,"Физиологический институт Академии наук СССР. В настоящее время Институт физиологии им. И. П. Павлова РАН.
",,1,12,1,1
77,97,Зоннебек / Battle of Polygon Wood,"в российской историографии традиционно именуется Битвой при Многоугольной Роще. Сражение 1МВ между британцами и немцами, проходившее с 26 сентября по 3 октября 1917 года и закончившееся победой англичан; часть Третьей битвы при Ипре.
",,1,12,2,1
78,97,Фицморис-хаус / Fitzmaurice House.,"Расположенный на Беркли-сквер Lansdowne House (на фото). Был построен в середине XVIII века и до 1929 года принадлежал семье Петти-ФицМорис. В нем проживали несколько английских премьер-министров. Во время 2МВ в здании располагался Отдел политической разведки МИДа; именно он имеется в виду, когда в романе упоминается Фицморис-хаус. С 1935 года в доме находится лондонский клуб Лэнсдоун, основанный как относительно демократический (туда изначально допускались женщины) и не имеющий определенной профессиональной или политической тематики.
",Гл1.12_стр78_Фицморис-хаус.jpg,1,12,1,1
78,98,Лестница Существ / the Chain of Being,"Античная и средневековая концепция иерархии всего сущего, начиная от самых простых неорганических тел (минералы) и заканчивая наиболее сложными живыми существами, включая божеств. Место в иерархии определялось полнотой духовной формы каждого создания (к примеру, дуб обладал большей духовностью, чем тис, и поэтому превосходил его).
",,1,12,2,1
78,98,Ипрский клин / the Ypres salient,"Мудинг участвовал в Третьей битве при Ипре, проходившей с 31 июля по 10 ноября 1917 года и считающейся одним из самых кровавых сражений 1МВ; число потерь с обеих сторон составило порядка 1 млн. человек. Пинчон иронизирует над «величайшим торжеством» Мудинга: его бригада продвинулась на 40 ярдов (то есть примерно на 36,5 м), потеряв 70% состава (то есть более 4 тыс. человек).
",,1,12,3,1
78,98,Девонский / Devon. Девон,графство в юго-западной Англии,,1,12,4,1
78,98,«Комбинаторный анализ» / combinatorial analysis,"Комбинаторика – раздел математики, посвященный решению задач выбора и расположения элементов некоторого множества в соответствии с заданными правилами, или, иными словами, подсчёту различных комбинаций, которые можно составить из некоторого множества отдельных объектов. ПЕТРОВ
",,1,12,5,1
78,98,«Берешит» / Bereshith,"«В начале» по древнееврейски, название первой книги Библии «Бытие».
",,1,12,6,1
78,98,«Рэмси Макдоналд» / Ramsay MacDonald,"Премьер-министр Великобритании в 1929-31 и 1931-35 годы. Будучи лейбористом, сформировал коалиционное правительство со значительным количеством консерваторов, за что был исключен из Лейбористской партии. Умер 9 ноября 1937 года.
",,1,12,7,1
79,99,Куэисты / Couéists,"Последователи Эмиля Куэ (1857-1926), французского психолога и фармацевта, разработавшего метод психотерапии и личностного роста, основанный на самовнушении (типа ежедневного повторения мантроподобной фразы «Мне становится все лучше и лучше»). Считается, что к выводу о действенности самовнушения Куэ пришел, наблюдая на своих клиентах эффект плацебо.
",,1,12,1,1
79,99,Скиннеровцы / Skinnerites,"Последователи Б.Ф. Скиннера (1904-1990), американского психолога, виднейшего представителя бихевиоризма (см. примечание к стр. 35).",,1,12,2,1
79,99,Марго Эскуит / Margot Asquith.,"Графиня Оксфорд и Эскуит (другая транскрипция Асквит), вторая супруга Герберта Генри Эскуита (Асквита), премьер-министра Великобритании в 1908-16 гг. На фото – упомянутый в тексте портрет.
",Гл1.12_стр79_Марго Эскуит.jpg,1,12,3,1
79,99,Сесил Битон / Cecil Beaton,"Английский фотограф, «икона стиля». Был штатным фотографом Voque и Vanity Fair, снимал голливудских знаменитостей, членов английской королевской семьи, свадьбу Эдуарда VIII и Уоллис Симпсон. Широко известна его фотография пострадавшей во время бомбардировки трёхлетней Эйлин Данн (на фото).
",Гл1.12_стр79_Сесил_Битон.jpg,1,12,4,1
80,100,Закись азота / nitrous oxide,"Иногда называется «веселящим газом» из-за производимого им опьяняющего эффекта и приступов смеха. Смесь 80 % закиси азота с кислородом вызывает хирургический наркоз.
",,1,12,1,1
80,100,Секреция,"Процесс выделения химических соединений из клетки (в отличие от собственно выделения, при секреции выделяемому веществу может быть присуща некоторая функция).
",,1,12,2,1
80,100,"Уравнительная фаза / ""equivalent"" phase","При уравнительной фазе переходного состояния величина условного рефлекса одинакова, независимо от силы раздражителя.
",,1,12,3,1
80,101,Воспоминания о Фландрии / reminiscences of Flanders,"Фландрия – область на северо-западе Европы (территория современных северо-восточной Франции, Бельгии и Нидерландов), где происходили одни из самых кровавых сражений 1МВ.
",,1,12,4,1
81,101,Хейг / Haig,"Дуглас Хейг (1861–1928), фельдмаршал, с декабря 1915 года командующий Британскими Экспедиционными Силами во Франции. ",,1,12,1,1
81,101,Сассун / Sassoon,"Лейтенант Зигфрид Сассун (1886–1967), герой 1МВ, который в 1917 году отказался вернуться в бой и позже стал одним из самых известных британских пацифистов и поэтов. Был принудительно подвергнут психиатрическому лечению.
",,1,12,2,1
81,101,Пасхендале (Пашиндейл) / Passchendaele,"Бельгийская деревня, по названию которой иногда именуют Третью битву при Ипре – Битва при Пашиндейле.
",,1,12,3,1
81,102,Жаба-В-Норе / Toad-in-the-Hole,"Такое блюдо действительно существует в Англии (на фото). Это небольшие и толстые колбаски, запечённые в кляре и подаваемые с луковым соусом и овощами.
",Гл1.12_стр81_Жаба-в-норе.jpg,1,12,4,1
81,102,Критмум / samphire.,"Или морской фенхель (на фото). Полукустарник высотой не больше 60 см, с толстым корневищем, практически всегда погруженным в морскую воду. Ранее считался пищей бедняков; в настоящее время в кулинарии широко используются листья растения в сыром, вареном и маринованном виде.
",Гл1.12_стр81_Криптум.jpeg,1,12,5,1
81,102,Кингз-роуд / Kings Road,"Знаменитая улица в лондонском Челси, районе, где находится квартира Апереткина.
",,1,12,6,1
81,102,Лимерики / limericks.,"Популярные в Англии пятистишия абсурдистского, а часто и непристойного содержания; самым известным их автором является Эдвард Лир. «Делишки в лимериках» (“Affairs With in limericks”) - это о том, что по сюжету некоторых лимериков у Юнцов с Кинг-роуд случаются отношения с похожими на криптум “полуобморочными созданиями”.
",,1,12,7,1
81,102,"«Не лучше ль быть тебе полковником с орлицей на плече, чем трубить в пехоте с цыпой на колене?» / ""Would You Rather Be a Colonel with an Eagle on Your Shoulder, or a Private with a Chicken on Your Knee?",Такая песня действительно существовала во время 1МВ.,,1,12,8,1
81,102,Электра-хаус / Electra House,"В 1902 году в здании Электра-хауса был размещен офис телеграфной компании The Eastern Associated Telegraph Companie; во время 2МВ там располагались службы пропаганды.
",,1,12,9,1
83,103,«Изучение ценностей»,"Оллпорта и Вернона / Allport and Vernon's Study of Values Разработанный в 1931 году тест основан на анализе ценностей, которые разделяет или поддерживает испытуемый. В настоящее время практически не используется.",,1,12,1,1
83,103,Опросник Бернрейтера / the Bernreuter Inventory,"Разработанный в 1931 году личностный опросник, содержащий 6 шкал: невротических тенденций, самоудовлетворенности, интра- и экстраверсии, доминирования/подчиненности, уверенности, социальности; предназначен для исследования детей и подростков в возрасте от 9 до 16 лет.
",,1,12,2,1
83,104,Пятна Роршаха / the Rorschach ink-blot.,"Разработанный в 1921 году тест. Испытуемый на основе свободных ассоциаций должен интерпретировать десять чернильных клякс, симметричных относительно вертикальной оси, то есть назвать любое возникающее у него при виде кляксы слово, образ или идею. Тест основан на предположении, что видимое в кляксе определяется особенностями личности испытуемого",,1,12,3,1
84,104,"Классический «каприз / classic ""folly,""","Разновидность павильона, небольшое здание, имевшее исключительно декоративную цель и изначально служившее для развлечения посетителей парка дворянского загородного дома. В их архитектуре и дизайне часто присутствует элемент обманки, когда здание на поверку оказывается не тем, чем кажется на первый взгляд.
",,1,12,1,1
84,105,Глостерширские пятнистые / Gloucestershire Old Spots,"Английская порода свиней, преимущественно белая с черными пятнами (на рис.). Названа в честь графства Глостершир.",Гл1.12_стр84_Глостерширские_пятнистые.jpg,1,12,2,1
84,105,Виги / Whig,"Историческое название британских либералов. По легенде оно происходит от слова Whiggamore («погонщики кобыл»), так в XVII веке именовали выступавших против английской короны шотландских повстанцев.
",,1,12,3,1
84,105,Клайв и его слоны сминают французов при Пласси / Clive and his elephants stomping the French at Plassy.,"Сражение у берегов реки Бхагиратхи в Западной Бенгалии 23 июня 1757 года между британскими войсками под командованием полковника Роберта Клайва, с одной стороны, и армией бенгальского наваба Сирадж уд-Даула и поддерживающими ее французами, с другой (на рис.). Со дня этой битвы принято отсчитывать начало эры британского владычества в Индии.
",Гл1.12_стр84_Клайв_и_его_слоны.jpg,1,12,4,1
84,105,Homo monstrosus,"Средневековое название мифических жителей дальних стран. В классификации Карла Линея это одна из разновидностей человеческого рода, к которой относятся: «четвероногий, бессловесный, волосатый» «дикий человек» (лат. Homo feralis), звероподобный «гессенский одичавший мальчик» (лат. Juvenis lupinus hessensis), «ганноверский мальчик» (лат. Juvenis hannoveranus), «одичавшая девочка из Шампани» (лат. Puella campanica), подвижный, но слабонервный «чудовищный человек» (лат. Homo monstrosus): патагонские гиганты, альпийские гномы и монорхические готтентоты.
",,1,12,5,1
84,105,Пилястр / pilasters,"Архитектурный элемент внешнего или внутреннего декора, представляющий собой узкий выступ, прямоугольный в сечении, повторяющий колонну своей пропорцией (на фото). Имеет базу и капитель",Гл1.12_стр84_Пилястр.jpg,1,12,6,1
84,105,Бельведер / belvederes,"Здесь: надстройка над зданием, вышка.
",,1,12,7,1
84,105,Рустованный / rusticated.,"Облицованный четырёхугольными, правильно сложенными и плотно пригнанными один к другому камнями, передняя сторона которых не отёсана и обведена по краям небольшой гладкой полосой.
",,1,12,8,1
84,105,Куафюр / topiary trees line,"Обычно употребляется в значении сложной прически. Дословный перевод: “фигурная стрижка деревьев”.
",,1,12,9,1
84,105,Стипль-чез / steeplechase,В конном спорте скачки с препятствиями.,,1,12,10,1
85,106,Нэйленд Смит Пресс / The Nayland Smith Press,"Издание вымышленное. Нэйленд Смит – это главный персонаж упомянутых выше романов Сакса Ромеро про Фу Манчу, комиссар колониальной полиции в Бирме. В 1933 году Ленитроп еще не поступил в Гарвард, что в Кембридже, Массачусетс, то есть там же, где якобы был опубликован «Отвратительный отпрыск».
",,1,13,1,1
85,106,Долгая традиция экспериментов и опросов / a long line of experiment and questioning.,"На www.pynchonwiki.com комментарием к данному фрагменту приведена информация о психологических исследованиях работавшего в ОСС доктора Генри А. Мюррея. В 1943 году он подготовил доклад о психологическом портрете Гитлера, в котором, в частности, предсказал его самоубийство в случае поражения Германии в войне. Также в качестве примера американских экспериментов над человеческим сознанием приводится информация о проекте MK-Ultra, имевшем целью поиск и изучение средств манипулирования сознанием (в том числе с использованием психотропных веществ) для вербовки агентов или при проведении допросов; однако реализация этого проекта началась уже после 2МВ.
",,1,13,2,1
85,106,Уотсон и Рейнер… «Младенец Альберт». / Watson and Rayner… «Infant Albert»,"Джон Б. Уотсон (1878-1958) – один из родоначальников теории бихевиоризма, Розали Рейнер – его аспирантка, любовница и впоследствии жена. В самом конце 1919 года Уотсон и Рейнер ставят эксперимент, который должен был подтвердить правоту бихевиористской теории. Подопытный 9-месячный мальчик был или ребенком из детского дома, или сыном знакомой Рейнер. Имя Альберт ребенку дали экспериментаторы; как его звали в действительности, неизвестно. Объектом страха была назначена белая лабораторная крыса. Сначала младенцу, показывали крысу, белого кролика, вату, маску Санта-Клауса с накладной бородой и другие вещи с белым мехом. Спустя два месяца начался сам опыт. Ребенка посадили на ковер и дали в руки крысу. Малыш с удовольствием принялся играть со зверьком. Уотсон ударил молотком по металлической пластине, находившейся за спиной ребенка, и бил по ней всякий раз, когда Альберт дотрагивался до крысы. Естественно, что ребенок пугался громкого резкого звука, и начинал плакать. Вскоре он усвоил связь между прикосновениями к крысе и грохотом и перестал прикасаться к животному. Уотсон и Рейнер отмечали в своих заметках: «В момент, когда была показана крыса, ребенок начал плакать. Почти сразу он резко повернул влево, упал на левую сторону, поднялся на четвереньки и пополз прочь так быстро, что был пойман с трудом у края стола». Тогда Уотсон решил пойти дальше. Он запустил крысу в кроватку к малышу и ударил молотом по пластине пять раз подряд. После этого Альберт рыдал уже при одном только виде белой крысы. Более того, он стал бояться и тех вещей, которые показывали ему в начале: белых кроликов, ваты, маски Санты и вообще белого меха. Так как демонстрация этих предметов никакими ударами не сопровождалась, Уотсон сделал вывод, что негативная реакция в сознании мальчика перенесена на все похожие объекты. Это явление в бихевиористском направлении психологии получило название «переноса» или генерализации эффекта. Спустя неделю Уотсон повторил опыт, и реакция ребенка осталась такой же, включая перенос страха на похожие объекты[1].
",Гл1.13_стр85_Уотсон_и_Рейнер.jpg,1,13,3,1
85,106,Дармштадт / Darmstadt,"Город в Германии, в федеральной земле Гессен",,1,13,4,1
85,106,Кекуле / Kekule,"Немецкий химик Фридрих Август Кекуле фон Штрадониц (1829–1896) (на рис.) родился в Дармштадте, в юности действительно собирался стать архитектором и даже начал изучать архитектуру в Гиссенском университете. Увлекся химией после посещения лекций Ю. Либиха. Оказал большое влияние на развитие органической химии, создал теорию валентности. В 1865 году он предложил формулу бензола (выделенного впервые Майклом Фарадеем в 1825 году), имеющую вид правильного шестиугольника. По легенде эта формула пришла к нему во сне, в котором он увидел змею, кусающую собственный хвост (уробороса). См. также примечание к стр. 165.
",Гл1.13_стр85_Кекуле.jpg,1,13,5,1
85,106,Национальный научно-исследовательский совет / National Research Council,"Основан в США в 1916 году Национальной Академией Наук, является подразделением, уполномоченным проводить исследования от ее имени.
",,1,13,6,1
86,107,«Детектор лжи» Ларсона-Килера / Larson-Keeler … «lie detector»,"Один из первых полиграфов. Считается, что детектор лжи в 1921 году изобрел калифорнийский офицер полиции Джон Ларсон, местные газеты написали о его использовании в августе того же года. Килер усовершенствовал устройство только в 1924 году.
",,1,13,1,1
86,107,Невидимое угашение / a silent extinction,"Пинчон цитирует «Лекции о работе больших полушарий головного мозга» (1924) И. П. Павлова. О том, что происходит «за нулем», Павлов пишет следующее: «Угашенный рефлекс, предоставленный сам себе, без малейшего воздействия со стороны экспериментатора, спустя то или другое время, снова приобретает свое действие… Все выработанные рефлексы непременно после угасания снова сами собой становятся действительными. И одним из показателей глубины угасания и будет тот период времени, который при всех прочих равных условиях будет требоваться для возвращения угашенному рефлексу его прежнего значения»[2].
",,1,13,2,1
88,109,Флуктуация / fluctuation,Случайное отклонение.,,1,13,1,1
88,109,Гластонбери / Glastonbury,Перчатки из овчины.,,1,13,2,1
88,110,39 ниже нуля / 39 degrees of frost.,"Разумеется, по Фаренгейту. В оригинале температура указана по нестандартной единице измерения температуры (“градусы мороза”), которая совпадает с привычным нам «ниже нуля» только тогда, когда градусы указываются по Цельсию. Ноль градусов по Фаренгейту – это не температура таяния льда, а температура, при которой замерзает смесь воды, льда и нашатыря (хлорида амония); она наблюдалась в один очень холодный день в 1709 году в родном для Даниэля Габриеля Фаренгейта городе Гданьске. Лед же тает при 32 градусах по Фаренгейту. Поэтому для перевода в минус и плюс используется формула t F = 32 F – t degrees of frost, что в данном случае дает минус 7 по Фаренгейту или примерно минус 21,5 по Цельсию. Для южного побережья Англии это действительно очень холодно.
",,1,13,3,1
88,110,Самый надир года / The very bottom of the year ,"Надир – это самая низкая точка, антоним «зенита», то есть день зимнего солнцестояния. Так как 1944 год был високосным, день зимнего солнцестояния пришелся в нем на 21 декабря.
",,1,13,4,1
89,110,В-17,"«Летающая крепость», см. комментарий к стр.17.
",,1,13,1,1
89,110,Перспексовый / perspex,Из оргстекла,,1,13,2,1
89,111,Обсидиан / obsidian,"Магматическая горная порода, разновидность вулканического стекла, образующегося в результате быстрого охлаждения лавы (на фото).  ",Гл1.13_стр89_Обсидиан.jpg,1,13,3,1
89,111,Хорсли Гантт / Horsley Gantt,"Американский физиолог и психолог (1892–1980), ученик И.П. Павлова. Познакомился с ним в 1922 году, работал в Институте экспериментальной медицины.
",,1,13,4,1
89,111,Венера из грота / submontane Venus," Грот Венеры – место действия первого акта оперы Р. Вагнера «Тангейзер» (1845), основанной на легенде о средневековом немецком поэте-менезингере. По сюжету в Тангейзера влюбляется богиня Венера, завлекает его к себе, и он семь лет живет с ней в подземном гроте. Подробнее см. примечание к стр.301.
",,1,13,5,1
91,111,Харли-стрит / Harley Street ,"Улица в Лондоне, известная большим количеством частных медицинских клиник.
",,1,13,1,1
91,113,Берма / berm,"Пространство между верхним краем канавы и нижним краем откоса выемки, а также не покрытая насыпью часть кордона стены",,1,13,2,1
91,113,Бесплодная Пустошь / the Waste,"Слова «Пустошь» в оригинале нет. Возможно, отсылка к поэме Т. С. Элиота «Бесплодная земля» («The Waste Land»), упоминавшейся ранее (см. примечание к стр. 36).
",,1,13,3,1
91,113,ПОИшная категория / P.R.S. categories,"В примечаниях к русскому переводу сказано, что это производное от ОПИ – Общество психических исследований. Неясно, о какой именно организации идет речь. Вайзенбургер полагает, что Стрелман оговорился и на самом деле имел в виду SPR, Лондонское общество психических исследований.
",,1,13,4,1
91,114,Шкала F / F Scale,"Тест, разработанный Т. Адорно и предназначенный для определения авторитарной личности. F-шкала измеряет ответы тестируемого по различным компонентам авторитаризма, как то: конвенционализм, подчинение авторитету, агрессивность, предрассудки и стереотипы, власть и «твёрдость», деструктивность и цинизм. Тест появился только в 1947 году, а разговор Стрелмана и Мехико происходит 21 декабря 1944 года.
",,1,13,5,1
93,115,Солерос / sea-grass,"Род однолетних травянистых растений семейства Амарантовые. Произрастает на сильно засолённых почвах вдоль морских побережий и берегов солёных озёр. Его культивируют и употребляют в пищу, по консистенции и вкусу он напоминает молодые побеги спаржи или шпината (другое название растения – морская фасоль).
",,1,13,1,1
93,115,Муар  / ​​moiré,"Здесь: узор, возникающий при наложении двух сетчатых рисунков. Явление обусловлено тем, что повторяющиеся элементы двух рисунков следуют с немного разной частотой и то накладываются друг на друга, то образуют промежутки (на рис.).
",Гл1.13_стр93_Муар.png,1,13,2,1
93,115,Параллакс / parallax,"Изменение видимого положения объекта относительно удалённого фона в зависимости от положения наблюдателя.
",,1,13,3,1
93,116,Королевский тигр / King Tigers,"Немецкий танк Panzerkampfwagen VI Ausf. B, «Tiger II» или «Königstiger» начал производиться только в ноябре 1943 года, в боевых действиях на Западном фронте он участвовал с июля 1944 года, на Восточном – с августа 1944 года. Всего было произведено около 500 машин. Считается одним из самых мощных танков 2МВ; в отличие от своих аналогов у союзников (например, советских танков ИС), Королевский тигр предназначался для уничтожения наступающих танков, а не для преодоления укрепленных позиций и поддержку пехоты. Вторжение немцев на этих танках в Британию выглядит фантастично.
",,1,13,4,1
93,116,Зуав / Zouave,"Название военнослужащего лёгкой пехоты французских колониальных войск. Слово происходит от названия арабских племён Алжира «зауа»,  которое,  в свою очередь, от «зауаф», что на алжирском диалекте арабского языка означает ползущего (предположительно, стрелка).
",,1,13,5,1
94,117,Скань / filigree,"Вид ювелирной техники: ажурный или напаянный на металлический фон узор из тонкой золотой, серебряной или медной проволоки.",,1,14,1,1
94,117,Вольфрамовый свет / extra tungsten light,"Находится в теплом цветовом диапазоне, имеет желто-оранжевый оттенок.
",,1,14,2,1
94,117,«Amanita muscaria»,Красный мухомор,,1,14,3,1
95,117,«Ангел-разрушитель» / «Destroying Angel»,"Общее название для ряда особо ядовитых грибов из рода Amanita. Большинство этих грибов белые, поэтому мухомор красного цвета и назван в романе «своеобычной разновидностью».
",,1,14,1,1
95,118,Фолликулы / follicles,"Круглое, овальное или грушевидное образование в различных органах позвоночных животных и человека.",,1,14,2,1
95,118,Фунгоидное / fungoid ,"Использовано в редакции перевода 2021 года. В редакции перевода 2012 года – «грибковое».
",,1,14,3,1
95,118,Чапельник / potholders,"Кухонная принадлежность, представляющая собой крюк с упором на деревянном черенке, предназначенный для захватывания чапелы — сковороды, не имеющей ручки и потому пригодной для установки в печь или духовку. По Далю, слово образовано от диалектного чапать – «хватать, цапать». Другой вариант перевода – прихватки. ",,1,14,4,1
95,118,«Хантли-и-Палмерз» / Huntley & Palmers,"Основанная в 1822 году британская фирма по производству печенья, знаменитая не только качеством своей продукции, но и оригинальными банками, нередко являвшимися предметом коллекционирования (на рис.).
",Гл1.14_стр95_Хантли-и-Паркер.jpg,1,14,5,1
95,118,«Ризла» / Rizla,"Французский бренд папиросной бумаги, известный с 1886 года.
",,1,14,6,1
96,119,«Харви Николз» / Harvey Nicholls,"Основанная в 1831 году британская сеть дорогих универмагов с флагманским магазином в Найтсбридже, Лондон.
",,1,14,1,1
96,120,Падре Игнасио / Padre Ignacio,"Персонаж одноименного рассказа из сборника «Босс Джиммиджон и другие истории» (1900)) американского писателя Оуэна Уистера (1860–1938), прославившегося своими книгами в жанре «вестерн». Уистера активно переводили на немецкий язык в первые два десятилетия XX века, поэтому он может быть знаком Бликеро со времен юности. Настоящий падре Игнасио весьма любил Россини.
",,1,14,2,1
